fname	PID	URL	タイトル	巻次	シリーズ	版表示	著者	出版者	出版年	出版年(W3CDTF)	ISBN	冊数（ページ数・大きさ）	NDC分類	NDC分類（第８版）	NDC分類（第９版）	NDLC分類	件名（NDLSH）	公開範囲
1096066_9_1.jpg	1096066	https://dl.ndl.go.jp/info:ndljp/pid/1096066	宮崎県家禽統計	昭和4年				宮崎県知事官房	昭和4	1929		47p ; 20cm	646					インターネット公開（保護期間満了）
1096066_9_2.jpg	1096066	https://dl.ndl.go.jp/info:ndljp/pid/1096066	宮崎県家禽統計	昭和4年				宮崎県知事官房	昭和4	1929		47p ; 20cm	646					インターネット公開（保護期間満了）
1097530_20_0.jpg	1097530	https://dl.ndl.go.jp/info:ndljp/pid/1097530	健民方策資料				村山午朔 編	岡山県衛生会	昭和17	1942		53p ; 21cm	498					インターネット公開（保護期間満了）
1098087_20_0.jpg	1098087	https://dl.ndl.go.jp/info:ndljp/pid/1098087	米 : 統計パンフレツト	昭和11年3月刊行				神奈川県総務部統計調査課	昭和11-12	1937			611.3					インターネット公開（保護期間満了）
1100560_5_0.jpg	1100560	https://dl.ndl.go.jp/info:ndljp/pid/1100560	大阪鉱山監督局管内鉱業要覧	昭和6年分				大阪鉱山監督局	[昭和7]	1932		1枚 ; 21cm	569					インターネット公開（保護期間満了）
1100560_5_1.jpg	1100560	https://dl.ndl.go.jp/info:ndljp/pid/1100560	大阪鉱山監督局管内鉱業要覧	昭和6年分				大阪鉱山監督局	[昭和7]	1932		1枚 ; 21cm	569					インターネット公開（保護期間満了）
1100560_5_8.jpg	1100560	https://dl.ndl.go.jp/info:ndljp/pid/1100560	大阪鉱山監督局管内鉱業要覧	昭和6年分				大阪鉱山監督局	[昭和7]	1932		1枚 ; 21cm	569					インターネット公開（保護期間満了）
1100582_10_3.jpg	1100582	https://dl.ndl.go.jp/info:ndljp/pid/1100582	長野県の生産	大正14年				長野県	大正15-昭和5	1930			605					インターネット公開（保護期間満了）
1105664_9_2.jpg	1105664	https://dl.ndl.go.jp/info:ndljp/pid/1105664	業務報告	昭和27年度				東京都農業試験場	昭和29	1954		101p ; 27cm	610					インターネット公開（保護期間満了）
1105671_13_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_14_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_17_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_17_1.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_18_1.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_26_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_26_1.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_31_1.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_35_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_35_1.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_37_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_37_1.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_44_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_44_1.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_46_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_47_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_6_0.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1105671_6_1.jpg	1105671	https://dl.ndl.go.jp/info:ndljp/pid/1105671	珠算	4			実業教育振興中央会 [編]	実業教科書	昭和19	1944		117p ; 22cm	419					インターネット公開（保護期間満了）
1106361_184_0.jpg	1106361	https://dl.ndl.go.jp/info:ndljp/pid/1106361	無機化学				京都府立医科大学予科化学教室 編	晨雪社	昭和14	1939		466, 32p ; 22cm	435					インターネット公開（保護期間満了）
1106976_93_1.jpg	1106976	https://dl.ndl.go.jp/info:ndljp/pid/1106976	最新フライス盤工作法					テンセン社	昭和14	1939		216, 24p ; 20cm	532					インターネット公開（保護期間満了）
1106976_93_2.jpg	1106976	https://dl.ndl.go.jp/info:ndljp/pid/1106976	最新フライス盤工作法					テンセン社	昭和14	1939		216, 24p ; 20cm	532					インターネット公開（保護期間満了）
1106976_93_4.jpg	1106976	https://dl.ndl.go.jp/info:ndljp/pid/1106976	最新フライス盤工作法					テンセン社	昭和14	1939		216, 24p ; 20cm	532					インターネット公開（保護期間満了）
1107698_81_0.jpg	1107698	https://dl.ndl.go.jp/info:ndljp/pid/1107698	内地社線運賃算出表	昭和17年9月1日現行			鉄道省運輸局 編纂	鉄道教育会	昭和17	1942		217p ; 21cm	686					インターネット公開（保護期間満了）
1107698_81_2.jpg	1107698	https://dl.ndl.go.jp/info:ndljp/pid/1107698	内地社線運賃算出表	昭和17年9月1日現行			鉄道省運輸局 編纂	鉄道教育会	昭和17	1942		217p ; 21cm	686					インターネット公開（保護期間満了）
1107762_23_0.jpg	1107762	https://dl.ndl.go.jp/info:ndljp/pid/1107762	実業学校化学教科書 : 教授参考書			改訂版	河合諄太郎 著	三省堂	昭和12	1937		182p ; 20cm	375.4					インターネット公開（保護期間満了）
1108075_26_0.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_26_1.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_32_2.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_44_0.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_44_1.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_48_0.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_48_3.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_66_0.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_66_1.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_66_2.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_66_3.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_72_0.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
1108075_72_3.jpg	1108075	https://dl.ndl.go.jp/info:ndljp/pid/1108075	商品年鑑	昭和10年			「国勢グラフ」編輯部 [編]	国勢社	昭和9	1934		211p ; 13cm	674					インターネット公開（保護期間満了）
